Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,partition,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.0776717214340013,2.584014606346185e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.048807246352500895,1.9559371548745794e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0024009675067942736,0.00017357648303440267
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,211,1.0,2,0.01762079675491375,5.796341095640221e-5,-0.019787063149800742,0.00011008222561102257
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,220,1.0,2,-0.011017132777003233,0.00012840584095434623,-0.013615575026252111,0.0004298428840714371
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,301,1.0,2,-0.27918797005186763,0.0001302792628093641,-0.027280106955588166,0.00018306936804837962
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.6132263896397753,0.00022691870627467476
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0004032754909147259,2.301143874253767e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,400,1.0,2,0.08798398097539659,0.00015769185051159578,0.014753889091571243,0.00034452745204083095
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.090808177482478,3.387375418778308e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.21163788425269048,6.868785646186733e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,200,1.0,2,0.06867679602775084,2.244805586476144e-5,0.19667954111936958,0.00013986468047821958
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.041189450233321684,1.3986814771773163e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,202,1.0,2,0.0936953633440709,2.957763404409363e-5,0.08518031807674124,6.560410455915908e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,210,1.0,2,0.012325575916893542,3.406861937226727e-5,0.0269045607234986,0.00011809191309242702
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.194400300786176,7.067899337274732e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,300,1.0,2,-0.0714985679087841,4.164827592359059e-5,0.009942473549863788,0.00011385521836694697
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.005231086661774692,6.245072388737601e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,201,1.0,2,0.08661561438427196,2.7138281715181128e-5,0.12788711414032541,8.371299366914847e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,310,1.0,2,-0.03256685466484182,0.00015778422277823329,0.007305010819209985,0.0003837795256656217
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.07650252220951809,2.5160398381693475e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.05276543645923841,2.0781245677437964e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.001638060861158164,0.0001582548137058989
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,211,1.0,2,0.013992827875452012,4.5197054617805024e-5,-0.009184252734014445,9.500775636647494e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,220,1.0,2,-0.006922881435545383,9.602458421169963e-5,-0.010285128120466764,0.0003611587960298627
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,301,1.0,2,-0.16894546171578428,8.523584364938282e-5,-0.012694719814097054,0.00014120213128326867
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.5708682661944335,0.00020798225373555576
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0005283497700533539,2.2348509064210385e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,400,1.0,2,0.046920930185790674,0.00010315049908758863,0.009727800495022013,0.00025423459239745454
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.09491493298683287,3.493928970513056e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.1977782662504054,6.312137060568333e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,200,1.0,2,0.05442703831723796,1.777522882631501e-5,0.17408642893960286,0.00012127791438978666
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.041107421254129306,1.3716445373224097e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,202,1.0,2,0.07638823082697355,2.4338228980939258e-5,0.08236322591295334,6.053261178292942e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,210,1.0,2,0.010000436261314612,2.7138167868129187e-5,0.027981566160844542,0.00010190257176932636
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.19596547945515566,7.040966027120552e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,300,1.0,2,-0.04625731441559243,2.9472341149487852e-5,0.01155266570047249,9.20986627426833e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.005164327647357534,5.75059487484854e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,201,1.0,2,0.06990527834604034,2.2027629108215213e-5,0.11994239544709492,7.639019983580843e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,310,1.0,2,-0.021453059830140914,0.00011403097976076399,0.004706304813633484,0.0003025046597259785
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.07532695560022089,2.421849122614723e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.056017424169992544,2.142390453907772e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0018599284408295424,0.00014845013873326303
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,211,1.0,2,0.011547438955419296,3.622503706726151e-5,-0.002471564198353879,8.334729281997523e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,220,1.0,2,-0.004965683979212528,7.568589475831047e-5,-0.008519041784799952,0.0003109789402855796
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,301,1.0,2,-0.11102637045315847,6.0228434816007933e-5,-0.004786163975140065,0.0001127016940499739
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.5349285781130578,0.00019077118278780673
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0005995120267079224,2.176476776013964e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,400,1.0,2,0.027339157543058573,7.109468828360223e-5,0.006871683515375767,0.0001951385334339825
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.09815583330321802,3.5504308555682196e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.18623003943922448,5.855950573976282e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,200,1.0,2,0.04457607158364427,1.4720786613912224e-5,0.15618760077119317,0.00011042811893835729
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.0409834453605535,1.3502787821365675e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,202,1.0,2,0.06413932710762453,2.0391204778791812e-5,0.0796729670095883,5.5656701467886446e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,210,1.0,2,0.008332470722763604,2.21799062187957e-5,0.02802696684573228,8.960667207657984e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.1965907496023132,6.928899957438091e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,300,1.0,2,-0.03184101687832753,2.1857761480417873e-5,0.011768129639582757,7.551065652912225e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.005025174702963186,5.421799152329263e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,201,1.0,2,0.05813780514545466,1.823501473069698e-5,0.11285247556825341,7.020366807281409e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,310,1.0,2,-0.014881300203065986,8.507880902817287e-5,0.0032395426814001696,0.0002445764529093969
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.07418394960159572,2.3528015216752187e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.058749180953099486,2.2200932146674414e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0013724082768220849,0.0001392976866807282
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,211,1.0,2,0.00986036548795553,3.0462315952288184e-5,0.002008413743472483,7.554318991211773e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,220,1.0,2,-0.003772316835465527,6.180042174189928e-5,-0.006506819540307688,0.00027347676070670914
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,301,1.0,2,-0.07734990948600913,4.459746467467591e-5,0.00016015588358194038,9.355506556204013e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.5046316030032629,0.00017808135236230352
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0005833289798226653,2.1401989505023347e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,400,1.0,2,0.017194303857706362,5.2271319406910814e-5,0.004926557781243141,0.0001594374955337953
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.100589463610734,3.641791337459269e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.17624802501792294,5.524934181070235e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,200,1.0,2,0.037374465837758226,1.2474468551801516e-5,0.14129646150628108,0.0001013561655248636
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.04082991511844131,1.3293280235792904e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,202,1.0,2,0.05488613322641313,1.7537308769149753e-5,0.07695174659634707,5.2221055900309704e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,210,1.0,2,0.0071475292008847495,1.8507566651406415e-5,0.02737891865603927,8.027276356376535e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.19600274202906862,6.900723378015811e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,300,1.0,2,-0.022958025987330904,1.679322791963533e-5,0.011520228480495788,6.677286068855712e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.005011186792113525,5.103967482231161e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,201,1.0,2,0.04936289616761922,1.582823048707734e-5,0.10637597956027714,6.505619221765692e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,310,1.0,2,-0.010924239291275986,6.664459757698625e-5,0.0026646836155230008,0.000205997768054446
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.07298018361743785,2.3048905982375693e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.0610057937668759,2.2864384623454688e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.001499766097147633,0.00013039326457997712
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,211,1.0,2,0.008508331522019968,2.5578592578635712e-5,0.004844210398048369,6.850454170934941e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,220,1.0,2,-0.002821925543144565,5.1273415796522804e-5,-0.0049868948785992,0.0002418617377558185
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,301,1.0,2,-0.05622080319352187,3.433607158139211e-5,0.003126387386951153,8.14286025182873e-5
-0.0,-0.0,40.0,3,false,false,2.0,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.4780698322981743,0.00016976872199664497
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0007027491736460292,2.0822620785375255e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,400,1.0,2,0.007899346834963364,3.0763430189579444e-5,0.0034942350212466004,0.00010378534702672505
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.10436561435781169,3.7140130805304956e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.1603340216130409,4.9437337542148096e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,200,1.0,2,0.027782478170739706,9.345322335484718e-6,0.11906063369459856,8.307758927438947e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.04061987390900761,1.288411792189765e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,202,1.0,2,0.04224773292204985,1.3624411130037966e-5,0.07221123823325142,4.6987174974216664e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,210,1.0,2,0.005485670875748493,1.3793731807952236e-5,0.026035521537623667,6.546539287145295e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.19395430869569522,6.649110905355744e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,300,1.0,2,-0.013262811977745266,1.0961419627764603e-5,0.010441353053943808,4.858013938939225e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.004876490604564586,4.614170452817561e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,201,1.0,2,0.037479217768589965,1.2123090205834663e-5,0.0958388552782613,5.756440933179963e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,310,1.0,2,-0.006338960490759294,4.3553384120228065e-5,0.002407331098786187,0.00014922427979148248
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.07099628399628143,2.19205308596714e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.06481578363924624,2.368063357960556e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.001108115037763418,0.00011945644154704925
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,211,1.0,2,0.00664796784110705,1.9469589567700686e-5,0.008749410475731356,5.86346510641218e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,220,1.0,2,-0.0019509884907106174,3.802078420544982e-5,-0.0038747134139132367,0.00019733903269593658
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,301,1.0,2,-0.03280884149465757,2.2334208867766127e-5,0.006283246576873558,6.202287597984467e-5
-0.0,-0.0,40.0,3,false,false,2.5,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.4348832127911177,0.00014989249116538267
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0008159010312488616,2.000501081426256e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,400,1.0,2,0.00416799389065554,1.986278933558225e-5,0.0025633224712280976,7.516008445666447e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.10650552924626683,3.711172279766728e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.1475516456186311,4.486289013960859e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,200,1.0,2,0.021667526922140894,7.358020044909373e-6,0.10232703246358026,7.325598641876061e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.04029109909315545,1.2527064373468377e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,202,1.0,2,0.03392163629549492,1.1004525875628638e-5,0.06783127326481224,4.2582948727201075e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,210,1.0,2,0.004369759866946143,1.071194560271554e-5,0.024231502254757106,5.574127474826883e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.19049480336461838,6.455562872161949e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,300,1.0,2,-0.008462262654590227,7.851232264666803e-6,0.009195878270939498,3.8320708856595816e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.004691381431313556,4.264775223397126e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,201,1.0,2,0.029735025659596803,9.684916488066491e-6,0.08687966534142684,5.1190554246595264e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,310,1.0,2,-0.004052254173892224,3.055909855531915e-5,0.0021529090780767045,0.00011409331057870862
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.06896154795304939,2.0974401642943618e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.06760762541397539,2.448023627669184e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0010664814765212536,0.0001096349740387916
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,211,1.0,2,0.005438111506906713,1.5385476111264433e-5,0.010730497668347383,5.1165735358060376e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,220,1.0,2,-0.0013666676459938639,2.9161695600611702e-5,-0.002774890221105429,0.00016553424847265164
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,301,1.0,2,-0.020913605322008137,1.572903960872476e-5,0.007551483030668647,4.9743346639519336e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.39974672081952206,0.00013637729789315217
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.000875043048362069,1.9507985996198098e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,400,1.0,2,0.0024855662484589663,1.3519411137081596e-5,0.001812873784756116,5.6323292688443465e-5
